Entity,Count
hyperlipidemia sore,7
malignant nodule,12
nipple hypothyroidism,16
ovarian pain,16
status abdomen hematuria,10
bronchiolitis cough,77
infection osteoporosis fracture,21
aureus culture,26
congenital pharyngitis,10
apnea contusion,13
copd infection disease,32
fibrillation bladder,34
muscle knee,21
convulsion,82
urinary hyperlipidemia artery hypertension,15
course,10
cefixime,8
emergency,15
tract patient midline,16
hair cough,15
postdates,86
helicobacter infection,40
cough urinary vaginal conjunctivitis dizziness,7
type back,7
respiratory infarction fever,8
retinopathy pectoris,22
bilateral blood complication,9
laser retinopathy,8
coronary nstemi,9
cortical left infection,6
paronychia,64
pressure tract,11
endometrial dermatitis,12
duty tonsillitis,29
avascular,16
hypertension gastroenteritis,16
epilepticus obstruction epilepsy,10
brucellosis,6
influenza hernia,7
cmshcc incontinence fracture,11
evidence infection,10
chronic hypertrophic examination,6
caries metatarsal,8
hypermetropia,129
nausea hemorrhage myelopathy,7
intracranial disc,6
periodic antepartum,7
mouth vaginal,8
underweight labor,7
cervicalgia helicobacter,8
deltaagent hepatitis,8
acute hepatic hypertension,10
urinary cirrhosis,7
lobe calculus,7
gastric gastritis,10
premature menstruation,9
tensiontype mass gestation,7
hemorrhoid status,16
disease hyperpigmentation,47
postpartum preop infection,26
pulpitis calculus,27
ringworm,8
midline rhinitis dermatitis,7
cold acute noshow fatigue,7
maintenance,75
breast respiratory anxiety,22
endodontic chronic examination weakness,11
crowding,46
hemoptysis,50
body device site,17
contact periodontal cmshcc,20
single pulpitis,12
cardiac graft,13
embolism stenosis,26
diabetic infarction,15
post foot type,15
carotid accident,14
torsion,12
forearm nausea hemorrhage,10
testis coronavirus,6
type disability headache,12
diabetes esophagitis,8
heart pregnant,39
excretion,19
seasonal pansinusitis,7
myopia abnormality,17
immunization pattern disease,10
acute glaucoma sciatica,24
furuncle antepartum,12
tiredness,21
urticarial,11
chronic skin,19
lesion dysuria,10
impacted site,17
leaking,28
lactamase esbl,58
neurogenic abscess,10
refill insomnia,12
urge checkup,14
effect cystitis,7
bladder numbness,11
knee sprain,59
boil,12
abdominal derangement,12
hysterectomy cough,14
episodic,40
coccyx,25
acute sxxa noshow,35
diabetes fever cmshcc infection,10
overload hemorrhage,10
hypothyroidism type disease,9
hypogonadism,18
supervision post type headache,12
septum hordeolum,8
annual,11
gynecologic,34
condyloma,16
gingivitis infertility,6
wound areata,12
right hoarseness disease,10
venereal appointment,6
cough attack,8
left vision,24
hair deficiency,26
retinopathy hypoosmolality,11
erythematosus,71
chronic examination myopathy,8
hypervolemia abscess,24
breast miscarriage,6
supervision iugr,16
mellitus diabetes,86
prenatal mellitus,6
delivery antepartum,36
pain chorioamnionitis,14
history consultation,21
childbirth condition,7
placental,18
azithromycin,7
behalf chest,9
vascular heart hemiparesis,6
liver cardiomyopathy,9
middle asthma,19
lower deficiency skin,24
photocoagulation sepsis,8
pansinusitis constipation,9
metronidazole,20
thromboembolism abortion,14
trimester pregnancy,195
pain regular,6
postpartum supervision labor care,69
laceration abdominal,10
patient childbirth,7
vitamin hematuria cutis,10
acute normal etiology,6
labor risk,26
irritable unspecified,8
infection allergic foot,12
atherosclerotic angina,8
spondyloarthropathy gastritis,8
period trimester,68
false pain,50
birth childbirth fever,9
consultation vomiting pain,7
eustachian,13
patient insufficiency care test,7
spotting section,11
thalassemia alpha,13
irritation nonintractable,10
opacification,7
vxxa laceration,8
respiratory organism,43
petechia,9
myalgia type,9
tongue lesion,10
traumatic pneumonia,9
bicytopenia,13
teeth vitamin,17
pregnant bronchitis,21
pain breath,27
mass pharyngitis,16
milium,20
generalized snhl,14
hemangioma,55
post type microalbuminuria,25
vitamin lipoma,7
antepartum hair,14
supervision care,61
infertility labor allergic,8
pill pain,11
plastic history,6
cervical infertility,21
cmshcc infection fracture,32
infective,113
body grade,14
defect,70
recurrent hematuria,22
cycle disorder,38
cord anal,8
liver thyrotoxicosis,7
deficiency endocrine,12
lupus,27
management insufficiency,9
irritable itchy,18
joint suture,6
capsule,40
diabetes injury,66
nausea disorder,43
dressing suture syndrome,14
treatment urti,9
behalf care,10
pulmonitis,7
umbilical delivery,9
maternal ligament,6
diabetes ankle,17
index labor,7
drug cmshcc,8
dialysis obstruction,17
hyperphosphatemia disorder,36
congenital,39
dermatofibroma,11
miscarriage menstruation,6
headache earache,22
diastema,11
vulva urinary vaginal,13
lactational,32
vision infection,24
endometritis,33
vitamin ectasia,6
amenorrhea childbirth,12
gestation lesion,6
childbirth insufficiency,39
iris,14
unilateral management disorder,7
fatigue dehydration,12
hyperplasia cystitis cataract,9
immunization osteoporosis disease,8
head nephropathy,8
abscess behalf,10
urti respiratory,141
mass hashimoto,6
issue urti,7
postpartum supervision lactation infection,20
nasal complaint,14
creactive,13
preventive psoriasis,8
ankle rhinitis,19
encephalitis bronchitis,6
stature,10
left node,7
swollen,17
postinfective,6
wound disturbance,6
bowel spine,11
fibrosis throat,10
arteriosclerosis,21
retinopathy pectoris dysuria,8
cough health,7
pain trichiasis,10
medication dysphonia,16
diabetic tract patient,21
sleep disc,6
misadventure calculus,9
renal osteopenia,12
neck index,12
spasm hydronephrosis,8
respiratory upper epicondylitis,12
vaccine abdominal,19
blood iron cancer,23
history obstruction dyspepsia,9
procreation infection,31
nonhealing,31
chronic skin deficiency,7
post osteoarthritis,10
hypermetropia medicine,21
vomiting obesity,6
mass adult,41
calorie multiple,11
stria,12
mass disorder,6
hypoxic,11
arrest,42
damage service,10
hyperglycemia incontinence,7
type lrti disability,8
essential itchy,7
alcoholic cirrhosis,7
neckache,9
incontinence extraction,12
hormone,12
surgical lesion,6
malignant chemotherapy,111
lymph quadrant,8
adrenal cmshcc,7
urinary obstruction,83
skin cholecystitis,7
infarction tract,8
acute noshow fatigue throat,6
skin refill congestion,6
pain otitis itching,11
patient insufficiency,41
type bleeding,11
coital scar,8
hepatic,23
heart cystitis cataract,9
antibiotic extremity test,8
gastroesophageal removal,13
reflux senile,10
mass weight,8
nonseasonal otitis,21
necrosis injury,6
chronic examination cholecystectomy,9
treatment acne,9
uterine maintenance,7
prenatal adult,7
vitamin single,6
skin atherosclerotic,21
graft left background,6
birth checkup,14
trimester uterus,9
membrane disorder,14
hemorrhage membrane,6
vaginal tonsillitis,16
sprain hematuria,13
vitamin mastitis,11
immunization myalgia right disease,20
nonpurulent,9
antepartum prom deficiency,12
defect history,37
idiopathic,20
prom deficiency,12
fracture infection,23
dementia stroke pain,10
diabetic patient diabetes,7
glaucoma anhidrosis,12
primary tinea,42
gallstone,22
foot inflammation,9
respiratory time injury,8
unilateral esophagitis,20
periodontal fracture,14
periimplantitis,15
neck tinea,30
head metatarsal,11
supervision labor care,46
history multigravida,31
blood dental caries,14
vitamin medicine hematuria,9
panic spondylosis,7
seasonal rhinitis,10
acute sign fatigue,6
subarachnoid,27
fever hypoglycemia,26
mental otitis,19
device pregnant,13
acute dyslipidemia,18
txxa hypertension,18
cmshcc infection type test disease,6
mass prescription,16
contraception pelvic,10
disease device,13
caries infection disease,21
iron repeat complication medication mellitus,16
respiratory epicondylitis injury,6
nasal muscular,28
laterality pulpitis,50
mrsa gingivitis,7
cardiomegaly loss,6
urethral breast,7
rash obstruction,43
respiratory pectoris,6
insulin dialysis rash,7
stage lesion disorder,6
chronic esbl,10
foot type,49
depletion,18
time injury,27
cardiomyopathy hemorrhage constipation vision,9
nausea cardiomyopathy,12
medicine lobe,16
iron prenatal cancer,16
quervain anemia,10
preop cmshcc,90
diet puerperium,37
chronicity fracture,11
status finding,13
nasal cough,50
testicle,66
dietary urination,15
traction,7
insulin vitreous,20
versicolor,20
sweating finding,7
urinary impetigo,23
surveillance elevation,16
apnea rupture,10
disease cyst,23
chemotherapyinduced,14
trichiasis,8
neck abscess,40
left carbuncle,21
leukemia acute,24
acute fever,24
patient cmshcc,9
nasal level,14
venereal headache,13
wart stenosis,10
periumbilical vaginal,12
chronic calculus,18
preventive cmshcc,17
caries trochanteric,9
nonrecurrent,14
prescription drip,8
peroneal,11
sensorineural cutaneous,8
cuff shoulder,13
tinea carbuncle,24
pruritus treatment,10
bppv,24
foot arthralgia pedis,6
medication tunnel,22
vitamin productive,9
diabetes hand abscess,15
term,11
mass gingival,27
teeth hemorrhoid,34
thrombosis acne,9
breast intake,28
sxxk,8
dehydration thromboembolism,14
hypothyroidism rheumatism,7
loss dizziness,23
acute perianal,20
foot areata,7
skin alopecia,15
submucous dermatitis,7
anovulation,125
overactive pharyngitis,9
staphylococcal pyogenic,14
osteoarthritis gastroduodenitis,7
type appointment headache,10
distension abdominal finding,6
bowel iron,6
optochin,8
tendinitis obstruction,13
parkinson syndrome,19
hyperopia,28
knee bleeding hematuria,7
infertility infection,61
vitamin finding,43
respiratory postinflammatory tract,6
urinary obesity hypertension,9
medication flank prediabetes,14
dyspepsia sepsis,10
epigastric vitamin explanation,9
duodenitis liver,9
tooth urticaria pain,13
tensiontype dental caries,6
endodontic result examination,8
calculus mouth,18
post sinusitis,10
laboratory section,37
mass severity,7
acute surgery,61
side urinary,12
hyperlipidemia hypertension dyslipidemia iron,11
hand amenorrhea,68
elevated acute noshow sciatica,10
mouth urinary,11
hyperfunctional laryngitis,12
carpal fever,15
polyposis,19
vocal mouth,6
nasal bronchiolitis,92
muscle disc sprain,8
exposure checkup,25
dizziness cystitis,8
immunization type test disease,26
coronavirus tooth,33
management cycle disorder,33
breast respiratory nasopharyngitis,7
amniotic,14
cervix cmshcc,12
feeding gestation,8
coronavirus tooth pain,7
teeth location,21
pain plaque,11
adenomyoma,8
spine fasciitis,17
drained,11
mild sore,17
laboratory tear,34
upper tract viral,67
infected pain,9
prenatal blood,11
preterm vision,52
membrane abscess,11
pregnancy pprom,8
patient rupture,26
diabetes hand insufficiency,10
graft disorder infection,8
abdomen status,15
dietary impairment,11
externum,13
heart abdominal finding,33
drain comorbidity,12
angioplasty retinopathy,9
hyperlipidemia artery hypertension proteinuria dyslipidemia,6
wound foot cyst,22
function disorder,19
education chronic,13
parathyroid adenoma,10
uveitis infection,7
acute hormone,23
prophylactic diarrhea,6
medication nausea,11
nontraumatic anemia,16
observation urinary,9
organism ischemic tract,6
carotid disease,16
mass wall,8
pain postoperative,16
virus gestation,10
pain nonintractable covid,10
medicine gland,7
sore spine dyslipidemia,11
noninfectious,12
patella nail,7
laboratory bartholin,29
chondromalacia disorder,10
supervision labor dermatitis,7
beta routine,36
dialysis health,7
lactamase cough,16
arrival,72
klebsiella cystitis,21
phthisis infection,6
bulbi,10
blind,19
pityriasis,60
malignant kidney,13
genitalia status,8
bladder abnormality,30
osteochondrosis,19
surveillance photocoagulation breath,7
bicipital,13
sclerotic,6
diabetes tract,7
scalp vertigo,7
hyperlipidemia artery mild hypertension,9
myopia lower deficiency,9
personal dizziness,24
literacy,10
melena hypertension,15
acute severity,30
urinary conjunctivitis hyperlipidemia,9
artery bilateral hypertension,11
status failure,41
event,29
dyspepsia lymphadenopathy,11
urinary hernia,14
atherosclerotic gastroesophageal,15
angioplasty wall,7
dyspepsia health,28
highrisk acute sciatica,6
postcoital,26
periodic crowding,10
urinary phalanx,36
urinary phalanx dizziness,7
rash mastodynia,10
adenoid recurrent,19
pelvic index,10
respiratory fever nasopharyngitis,16
exhaustion,11
refraction cystitis,16
stomatitis hemorrhage,8
mucoid muscle,7
defective status restoration,13
trait blood,6
tendon,72
subscapularis,7
cardiomyopathy vision,6
pompholyx,10
left cluster,6
ureteric hematuria,6
deficiency discharge,108
chronic explanation examination,38
post test,35
calorie deficiency discharge,7
vaginal obesity pain,6
cervical postpartum,6
iron counseling,23
flank tract,32
alteration,22
abdominal fissure,23
conjunctivitis pain,27
uterine laparoscopy,8
nausea membrane,37
bronchitis status,7
special cancer,13
fetus eczema,25
background infection osteoporosis,9
fever medical condition,9
vertigo cirrhosis,6
hepatic syndrome,13
portal abscess,10
platelet,15
spontaneous,35
urinary detachment,6
anxiety injury,10
vitamin aspiration,19
hypoosmolality pneumonia,7
stress,13
gluteal suture,13
chondrocalcinosis,7
dietary coronavirus,10
attention tunnel,9
left infection myalgia,20
chest cmshcc infection,12
thigh laterality,34
osteoarthrosis,14
sciatica dehydration,13
pneumoniae wall,10
discharge onychomycosis,10
dietary periodontitis,6
retinopathy breast respiratory,6
infection dermatitis allergic,14
urinary conjunctivitis tonsillitis,11
hand fever,36
refill cough,18
urinary conjunctivitis tonsillitis pain,9
post type headache earache,7
bruising pain,10
iron miscarriage,54
type abrasion headache,8
acne abscess,6
sore menorrhagia,22
accretion infection,22
folliculitis throat,7
externum fissure,7
artery hypertension cancer,7
nonst infarction,6
bronchus,17
case conjunctivitis,6
turbid,7
blurred,25
midline checkup,65
incidentaloma,6
injury rupture,22
rectal cmshcc,18
ulcer nausea constipation,9
manager discharge,6
areola,30
tract diabetes insufficiency,10
unawareness,9
acute virus pharyngitis,12
secondary joint nonintractable,13
atherosclerotic coronary,8
tissue pulp,9
personal regular,8
pedal cough,16
adult pectoris,9
peripheral root,6
tracheostomy rhinitis,6
nontraumatic gastritis,10
endoscopic ischemic tract,8
degeneration,25
risk colic,15
anophthalmos,9
breast respiratory injury,26
wound injection,6
socket,8
neovascularization,6
acute perineal,12
right test disease,6
prenatal etiology,12
prescription wall,11
abdominal pancreas,8
pancreas,48
immunization hypothyroidism,21
screening pain,13
type renal ischemia,15
laboratory hypertensive healing,8
irritation compression,8
cyst headache,27
pregnancy wall,6
parotiditis,8
anemia granuloma,10
sleep,9
extremity,65
swab health,11
delivery status,55
infertility care,6
patient esophagitis,26
childbirth rhinitis,8
cough dizziness,39
txxa limb surgery,16
generalized mass gestation,7
nonreassuring,13
pole pain,15
midline vaccination insufficiency,7
edema degeneration,8
issue normal,9
vaginitis distress,18
screening malocclusion cmshcc,9
breast dysuria respiratory fever,9
bronchitis eczema,32
midline childbirth insufficiency,9
pediculosis,13
respiratory amenorrhea,7
rotator deficiency,15
rupture fever,96
breast pneumonia,11
rupture fever condition,11
edema neck arthritis,12
allergic factor osteoarthritis,17
female checkup,6
papillomavirus,26
periodontal type,8
peripheral fluid,6
hemodialysis,14
musculoskeletal benign,6
emphysema,43
copd cmshcc,21
